,timestamp,customer_name,customer_no,location
55,09-06-2019 07:06,Ralph,20,spices
56,09-06-2019 07:07,Karl,0,fruit
57,09-06-2019 07:07,Julie,2,dairy
58,09-06-2019 07:07,Tyler,5,dairy
59,09-06-2019 07:07,Laura,8,fruit
60,09-06-2019 07:07,Wendy,12,dairy
61,09-06-2019 07:07,Joseph,13,dairy
62,09-06-2019 07:07,Barbara,15,dairy
63,09-06-2019 07:07,Clayton,16,drinks
64,09-06-2019 07:07,John,18,fruit
65,09-06-2019 07:07,Tony,21,dairy
66,09-06-2019 07:07,Tyler,22,fruit
67,09-06-2019 07:07,Michael,23,spices
68,09-06-2019 07:08,Karl,0,fruit
69,09-06-2019 07:08,Julie,2,dairy
70,09-06-2019 07:08,Tyler,5,dairy
71,09-06-2019 07:08,Laura,8,drinks
72,09-06-2019 07:08,Wendy,12,dairy
73,09-06-2019 07:08,Joseph,13,dairy
74,09-06-2019 07:08,Barbara,15,dairy
75,09-06-2019 07:08,Clayton,16,fruit
76,09-06-2019 07:08,John,18,spices
77,09-06-2019 07:08,Tony,21,spices
78,09-06-2019 07:08,Tyler,22,drinks
79,09-06-2019 07:08,Michael,23,spices
80,09-06-2019 07:09,Karl,0,fruit
81,09-06-2019 07:09,Julie,2,dairy
82,09-06-2019 07:09,Tyler,5,dairy
83,09-06-2019 07:09,Wendy,12,dairy
84,09-06-2019 07:09,Joseph,13,dairy
85,09-06-2019 07:09,Barbara,15,dairy
86,09-06-2019 07:09,Clayton,16,fruit
87,09-06-2019 07:09,John,18,spices
88,09-06-2019 07:09,Tony,21,spices
89,09-06-2019 07:09,Tyler,22,drinks
90,09-06-2019 07:09,Jeffrey,24,fruit
91,09-06-2019 07:09,Ashlee,25,dairy
92,09-06-2019 07:09,Jennifer,26,spices
93,09-06-2019 07:09,Devin,27,spices
94,09-06-2019 07:10,Karl,0,fruit
95,09-06-2019 07:10,Julie,2,dairy
96,09-06-2019 07:10,Wendy,12,dairy
97,09-06-2019 07:10,Joseph,13,dairy
98,09-06-2019 07:10,Barbara,15,dairy
99,09-06-2019 07:10,Clayton,16,fruit
100,09-06-2019 07:10,John,18,dairy
101,09-06-2019 07:10,Tony,21,spices
102,09-06-2019 07:10,Tyler,22,drinks
103,09-06-2019 07:10,Jeffrey,24,fruit
104,09-06-2019 07:10,Jennifer,26,fruit
105,09-06-2019 07:10,Devin,27,fruit
106,09-06-2019 07:10,Stephanie,28,dairy
107,09-06-2019 07:10,Janet,29,fruit
108,09-06-2019 07:10,Catherine,30,fruit
109,09-06-2019 07:11,Karl,0,dairy
110,09-06-2019 07:11,Julie,2,dairy
111,09-06-2019 07:11,Wendy,12,dairy
112,09-06-2019 07:11,Joseph,13,dairy
113,09-06-2019 07:11,Barbara,15,spices
114,09-06-2019 07:11,Clayton,16,drinks
115,09-06-2019 07:11,John,18,fruit
116,09-06-2019 07:11,Tony,21,drinks
117,09-06-2019 07:11,Jeffrey,24,spices
118,09-06-2019 07:11,Jennifer,26,spices
119,09-06-2019 07:11,Devin,27,fruit
120,09-06-2019 07:11,Stephanie,28,dairy
121,09-06-2019 07:11,Janet,29,fruit
122,09-06-2019 07:11,Catherine,30,fruit
123,09-06-2019 07:11,Karen,31,fruit
124,09-06-2019 07:11,Heather,32,fruit
125,09-06-2019 07:12,Julie,2,dairy
126,09-06-2019 07:12,Wendy,12,dairy
127,09-06-2019 07:12,Joseph,13,dairy
128,09-06-2019 07:12,Barbara,15,drinks
129,09-06-2019 07:12,Clayton,16,drinks
130,09-06-2019 07:12,John,18,fruit
131,09-06-2019 07:12,Tony,21,drinks
132,09-06-2019 07:12,Jeffrey,24,spices
133,09-06-2019 07:12,Jennifer,26,dairy
134,09-06-2019 07:12,Devin,27,dairy
135,09-06-2019 07:12,Stephanie,28,dairy
136,09-06-2019 07:12,Janet,29,fruit
137,09-06-2019 07:12,Catherine,30,fruit
138,09-06-2019 07:12,Karen,31,fruit
139,09-06-2019 07:12,Heather,32,fruit
140,09-06-2019 07:12,Maria,33,checkout
141,09-06-2019 07:12,Christopher,34,drinks
142,09-06-2019 07:12,Holly,35,fruit
143,09-06-2019 07:12,Zachary,36,checkout
144,09-06-2019 07:12,Jason,37,drinks
145,09-06-2019 07:13,Julie,2,dairy
146,09-06-2019 07:13,Wendy,12,dairy
147,09-06-2019 07:13,Joseph,13,dairy
148,09-06-2019 07:13,Barbara,15,drinks
149,09-06-2019 07:13,Clayton,16,drinks
150,09-06-2019 07:13,John,18,fruit
151,09-06-2019 07:13,Tony,21,drinks
152,09-06-2019 07:13,Jeffrey,24,spices
153,09-06-2019 07:13,Jennifer,26,dairy
154,09-06-2019 07:13,Stephanie,28,dairy
155,09-06-2019 07:13,Janet,29,fruit
156,09-06-2019 07:13,Catherine,30,fruit
157,09-06-2019 07:13,Karen,31,fruit
158,09-06-2019 07:13,Heather,32,fruit
159,09-06-2019 07:13,Holly,35,fruit
160,09-06-2019 07:13,Jason,37,drinks
161,09-06-2019 07:13,Dean,38,fruit
162,09-06-2019 07:13,Roberto,39,fruit
163,09-06-2019 07:14,Julie,2,dairy
164,09-06-2019 07:14,Wendy,12,dairy
165,09-06-2019 07:14,Joseph,13,dairy
166,09-06-2019 07:14,Barbara,15,drinks
167,09-06-2019 07:14,Clayton,16,drinks
168,09-06-2019 07:14,John,18,dairy
169,09-06-2019 07:14,Tony,21,drinks
170,09-06-2019 07:14,Jeffrey,24,spices
171,09-06-2019 07:14,Stephanie,28,dairy
172,09-06-2019 07:14,Janet,29,spices
173,09-06-2019 07:14,Catherine,30,fruit
174,09-06-2019 07:14,Karen,31,dairy
175,09-06-2019 07:14,Holly,35,spices
176,09-06-2019 07:14,Dean,38,spices
177,09-06-2019 07:14,Roberto,39,spices
178,09-06-2019 07:14,Chelsea,40,drinks
179,09-06-2019 07:14,Sandra,41,checkout
180,09-06-2019 07:14,Tyler,42,drinks
181,09-06-2019 07:15,Julie,2,dairy
182,09-06-2019 07:15,Wendy,12,dairy
183,09-06-2019 07:15,Joseph,13,dairy
184,09-06-2019 07:15,Barbara,15,drinks
185,09-06-2019 07:15,Clayton,16,drinks
186,09-06-2019 07:15,John,18,spices
187,09-06-2019 07:15,Jeffrey,24,spices
188,09-06-2019 07:15,Stephanie,28,dairy
189,09-06-2019 07:15,Janet,29,spices
190,09-06-2019 07:15,Catherine,30,fruit
191,09-06-2019 07:15,Karen,31,dairy
192,09-06-2019 07:15,Holly,35,dairy
193,09-06-2019 07:15,Dean,38,dairy
194,09-06-2019 07:15,Roberto,39,dairy
195,09-06-2019 07:15,Chelsea,40,drinks
196,09-06-2019 07:15,Tyler,42,drinks
197,09-06-2019 07:15,Jason,43,drinks
198,09-06-2019 07:15,Marvin,44,fruit
199,09-06-2019 07:16,Julie,2,dairy
200,09-06-2019 07:16,Wendy,12,dairy
201,09-06-2019 07:16,Joseph,13,dairy
202,09-06-2019 07:16,Clayton,16,drinks
203,09-06-2019 07:16,John,18,fruit
204,09-06-2019 07:16,Jeffrey,24,fruit
205,09-06-2019 07:16,Catherine,30,fruit
206,09-06-2019 07:16,Karen,31,dairy
207,09-06-2019 07:16,Holly,35,dairy
208,09-06-2019 07:16,Dean,38,dairy
209,09-06-2019 07:16,Randy,45,checkout
210,09-06-2019 07:16,James,46,dairy
211,09-06-2019 07:16,Kimberly,47,drinks
212,09-06-2019 07:16,Robin,48,fruit
213,09-06-2019 07:16,Bryan,49,checkout
214,09-06-2019 07:17,Julie,2,dairy
215,09-06-2019 07:17,Wendy,12,dairy
216,09-06-2019 07:17,Joseph,13,dairy
217,09-06-2019 07:17,Clayton,16,spices
218,09-06-2019 07:17,Jeffrey,24,spices
219,09-06-2019 07:17,Catherine,30,fruit
220,09-06-2019 07:17,Karen,31,drinks
221,09-06-2019 07:17,Dean,38,dairy
222,09-06-2019 07:17,Kimberly,47,drinks
223,09-06-2019 07:17,Tonya,50,dairy
224,09-06-2019 07:17,Heather,51,dairy
225,09-06-2019 07:17,Michelle,52,dairy
226,09-06-2019 07:17,Jennifer,53,checkout
227,09-06-2019 07:17,Laura,54,spices
228,09-06-2019 07:18,Julie,2,dairy
229,09-06-2019 07:18,Wendy,12,fruit
230,09-06-2019 07:18,Joseph,13,dairy
231,09-06-2019 07:18,Clayton,16,dairy
232,09-06-2019 07:18,Jeffrey,24,spices
233,09-06-2019 07:18,Catherine,30,spices
234,09-06-2019 07:18,Karen,31,drinks
235,09-06-2019 07:18,Dean,38,dairy
236,09-06-2019 07:18,Kimberly,47,drinks
237,09-06-2019 07:18,Tonya,50,fruit
238,09-06-2019 07:18,Heather,51,dairy
239,09-06-2019 07:18,Michelle,52,drinks
240,09-06-2019 07:18,Laura,54,spices
241,09-06-2019 07:19,Julie,2,dairy
242,09-06-2019 07:19,Wendy,12,fruit
243,09-06-2019 07:19,Joseph,13,drinks
244,09-06-2019 07:19,Clayton,16,dairy
245,09-06-2019 07:19,Jeffrey,24,spices
246,09-06-2019 07:19,Catherine,30,fruit
247,09-06-2019 07:19,Karen,31,drinks
248,09-06-2019 07:19,Dean,38,fruit
249,09-06-2019 07:19,Heather,51,dairy
250,09-06-2019 07:19,Michelle,52,spices
251,09-06-2019 07:19,Laura,54,spices
252,09-06-2019 07:19,Shane,55,spices
253,09-06-2019 07:19,Marcus,56,checkout
254,09-06-2019 07:20,Julie,2,dairy
255,09-06-2019 07:20,Wendy,12,dairy
256,09-06-2019 07:20,Joseph,13,fruit
257,09-06-2019 07:20,Clayton,16,dairy
258,09-06-2019 07:20,Dean,38,fruit
259,09-06-2019 07:20,Michelle,52,fruit
260,09-06-2019 07:20,Laura,54,spices
261,09-06-2019 07:20,Shane,55,spices
262,09-06-2019 07:21,Julie,2,dairy
263,09-06-2019 07:21,Wendy,12,dairy
264,09-06-2019 07:21,Joseph,13,fruit
265,09-06-2019 07:21,Clayton,16,dairy
266,09-06-2019 07:21,Dean,38,spices
267,09-06-2019 07:21,Laura,54,dairy
268,09-06-2019 07:21,Rebecca,57,spices
269,09-06-2019 07:21,Jenna,58,dairy
270,09-06-2019 07:21,Jose,59,drinks
271,09-06-2019 07:21,Sara,60,fruit
272,09-06-2019 07:22,Julie,2,dairy
273,09-06-2019 07:22,Wendy,12,dairy
274,09-06-2019 07:22,Joseph,13,fruit
275,09-06-2019 07:22,Clayton,16,dairy
276,09-06-2019 07:22,Dean,38,spices
277,09-06-2019 07:22,Laura,54,dairy
278,09-06-2019 07:22,Rebecca,57,spices
279,09-06-2019 07:22,Jenna,58,dairy
280,09-06-2019 07:22,Jose,59,drinks
281,09-06-2019 07:22,Sara,60,fruit
282,09-06-2019 07:22,Albert,61,checkout
283,09-06-2019 07:22,Angela,62,fruit
284,09-06-2019 07:22,Mitchell,63,drinks
285,09-06-2019 07:23,Julie,2,dairy
286,09-06-2019 07:23,Wendy,12,dairy
287,09-06-2019 07:23,Joseph,13,fruit
288,09-06-2019 07:23,Dean,38,drinks
289,09-06-2019 07:23,Laura,54,dairy
290,09-06-2019 07:23,Rebecca,57,dairy
291,09-06-2019 07:23,Jenna,58,fruit
292,09-06-2019 07:23,Jose,59,drinks
293,09-06-2019 07:23,Sara,60,fruit
294,09-06-2019 07:23,Mitchell,63,drinks
295,09-06-2019 07:23,Christopher,64,fruit
296,09-06-2019 07:23,Daniel,65,checkout
297,09-06-2019 07:23,Rachel,66,drinks
298,09-06-2019 07:23,Luis,67,dairy
299,09-06-2019 07:24,Wendy,12,dairy
300,09-06-2019 07:24,Dean,38,drinks
301,09-06-2019 07:24,Laura,54,drinks
302,09-06-2019 07:24,Rebecca,57,fruit
303,09-06-2019 07:24,Jose,59,drinks
304,09-06-2019 07:24,Sara,60,dairy
305,09-06-2019 07:24,Mitchell,63,spices
306,09-06-2019 07:24,Rachel,66,drinks
307,09-06-2019 07:24,Luis,67,dairy
308,09-06-2019 07:24,Paul,68,fruit
309,09-06-2019 07:24,Justin,69,spices
310,09-06-2019 07:24,Megan,70,checkout
311,09-06-2019 07:24,Melissa,71,checkout
312,09-06-2019 07:24,Chelsea,72,checkout
313,09-06-2019 07:25,Wendy,12,dairy
314,09-06-2019 07:25,Dean,38,fruit
315,09-06-2019 07:25,Rebecca,57,drinks
316,09-06-2019 07:25,Jose,59,fruit
317,09-06-2019 07:25,Sara,60,dairy
318,09-06-2019 07:25,Mitchell,63,spices
319,09-06-2019 07:25,Rachel,66,drinks
320,09-06-2019 07:25,Luis,67,drinks
321,09-06-2019 07:25,Justin,69,spices
322,09-06-2019 07:25,Erin,73,drinks
323,09-06-2019 07:25,Kathleen,74,drinks
324,09-06-2019 07:25,James,75,checkout
325,09-06-2019 07:26,Wendy,12,dairy
326,09-06-2019 07:26,Dean,38,fruit
327,09-06-2019 07:26,Rebecca,57,dairy
328,09-06-2019 07:26,Sara,60,dairy
329,09-06-2019 07:26,Mitchell,63,fruit
330,09-06-2019 07:26,Rachel,66,drinks
331,09-06-2019 07:26,Luis,67,drinks
332,09-06-2019 07:26,Justin,69,spices
333,09-06-2019 07:26,Kathleen,74,drinks
334,09-06-2019 07:26,Joshua,76,checkout
335,09-06-2019 07:26,Michael,77,drinks
336,09-06-2019 07:26,Tamara,78,drinks
337,09-06-2019 07:27,Wendy,12,dairy
338,09-06-2019 07:27,Rebecca,57,dairy
339,09-06-2019 07:27,Sara,60,dairy
340,09-06-2019 07:27,Rachel,66,drinks
341,09-06-2019 07:27,Luis,67,fruit
342,09-06-2019 07:27,Justin,69,spices
343,09-06-2019 07:27,Kathleen,74,fruit
344,09-06-2019 07:27,Michael,77,drinks
345,09-06-2019 07:27,Michael,79,checkout
346,09-06-2019 07:28,Wendy,12,dairy
347,09-06-2019 07:28,Rebecca,57,dairy
348,09-06-2019 07:28,Sara,60,dairy
349,09-06-2019 07:28,Rachel,66,drinks
350,09-06-2019 07:28,Luis,67,fruit
351,09-06-2019 07:28,Justin,69,spices
352,09-06-2019 07:28,Kathleen,74,fruit
353,09-06-2019 07:28,Michael,77,drinks
354,09-06-2019 07:29,Wendy,12,dairy
355,09-06-2019 07:29,Rebecca,57,dairy
356,09-06-2019 07:29,Sara,60,drinks
357,09-06-2019 07:29,Rachel,66,fruit
358,09-06-2019 07:29,Luis,67,spices
359,09-06-2019 07:29,Justin,69,drinks
360,09-06-2019 07:29,Kathleen,74,fruit
361,09-06-2019 07:29,Michael,77,drinks
362,09-06-2019 07:29,Jerry,80,spices
363,09-06-2019 07:29,Justin,81,dairy
364,09-06-2019 07:29,Alan,82,checkout
365,09-06-2019 07:30,Wendy,12,dairy
366,09-06-2019 07:30,Sara,60,drinks
367,09-06-2019 07:30,Rachel,66,fruit
368,09-06-2019 07:30,Justin,69,drinks
369,09-06-2019 07:30,Kathleen,74,dairy
370,09-06-2019 07:30,Michael,77,drinks
371,09-06-2019 07:30,Jerry,80,dairy
372,09-06-2019 07:30,Justin,81,dairy
373,09-06-2019 07:30,Maria,83,dairy
374,09-06-2019 07:30,Benjamin,84,spices
375,09-06-2019 07:30,Kim,85,dairy
376,09-06-2019 07:30,Jesse,86,checkout
377,09-06-2019 07:30,Joshua,87,fruit
378,09-06-2019 07:31,Wendy,12,drinks
379,09-06-2019 07:31,Rachel,66,dairy
380,09-06-2019 07:31,Justin,69,spices
381,09-06-2019 07:31,Kathleen,74,dairy
382,09-06-2019 07:31,Michael,77,drinks
383,09-06-2019 07:31,Jerry,80,dairy
384,09-06-2019 07:31,Justin,81,spices
385,09-06-2019 07:31,Maria,83,dairy
386,09-06-2019 07:31,Benjamin,84,spices
387,09-06-2019 07:31,Kim,85,drinks
388,09-06-2019 07:31,Joshua,87,fruit
389,09-06-2019 07:31,Jessica,88,checkout
390,09-06-2019 07:31,Alyssa,89,fruit
391,09-06-2019 07:31,Leslie,90,dairy
392,09-06-2019 07:31,William,91,dairy
393,09-06-2019 07:31,Omar,92,fruit
394,09-06-2019 07:32,Wendy,12,fruit
395,09-06-2019 07:32,Rachel,66,dairy
396,09-06-2019 07:32,Kathleen,74,dairy
397,09-06-2019 07:32,Michael,77,drinks
398,09-06-2019 07:32,Jerry,80,dairy
399,09-06-2019 07:32,Justin,81,spices
400,09-06-2019 07:32,Maria,83,dairy
401,09-06-2019 07:32,Kim,85,drinks
402,09-06-2019 07:32,Joshua,87,fruit
403,09-06-2019 07:32,Leslie,90,dairy
404,09-06-2019 07:32,William,91,dairy
405,09-06-2019 07:32,Omar,92,fruit
406,09-06-2019 07:32,David,93,checkout
407,09-06-2019 07:32,Brenda,94,dairy
408,09-06-2019 07:32,Tonya,95,drinks
409,09-06-2019 07:33,Wendy,12,fruit
410,09-06-2019 07:33,Rachel,66,dairy
411,09-06-2019 07:33,Michael,77,fruit
412,09-06-2019 07:33,Jerry,80,dairy
413,09-06-2019 07:33,Maria,83,dairy
414,09-06-2019 07:33,Kim,85,drinks
415,09-06-2019 07:33,Joshua,87,fruit
416,09-06-2019 07:33,Leslie,90,spices
417,09-06-2019 07:33,William,91,spices
418,09-06-2019 07:33,Omar,92,fruit
419,09-06-2019 07:33,Brenda,94,dairy
420,09-06-2019 07:33,Tonya,95,fruit
421,09-06-2019 07:33,Madison,96,checkout
422,09-06-2019 07:33,Travis,97,dairy
423,09-06-2019 07:33,John,98,fruit
424,09-06-2019 07:34,Wendy,12,fruit
425,09-06-2019 07:34,Rachel,66,drinks
426,09-06-2019 07:34,Michael,77,fruit
427,09-06-2019 07:34,Jerry,80,dairy
428,09-06-2019 07:34,Maria,83,dairy
429,09-06-2019 07:34,Kim,85,drinks
430,09-06-2019 07:34,Joshua,87,fruit
431,09-06-2019 07:34,Leslie,90,spices
432,09-06-2019 07:34,William,91,drinks
433,09-06-2019 07:34,Omar,92,drinks
434,09-06-2019 07:34,Brenda,94,spices
435,09-06-2019 07:34,Tonya,95,dairy
436,09-06-2019 07:34,Travis,97,dairy
437,09-06-2019 07:34,Walter,99,drinks
438,09-06-2019 07:34,Mark,100,dairy
439,09-06-2019 07:34,Sheila,101,dairy
440,09-06-2019 07:34,Mary,102,drinks
441,09-06-2019 07:34,Matthew,103,checkout
442,09-06-2019 07:35,Wendy,12,fruit
443,09-06-2019 07:35,Rachel,66,spices
444,09-06-2019 07:35,Michael,77,fruit
445,09-06-2019 07:35,Jerry,80,dairy
446,09-06-2019 07:35,Maria,83,dairy
447,09-06-2019 07:35,Kim,85,fruit
448,09-06-2019 07:35,Joshua,87,fruit
449,09-06-2019 07:35,Leslie,90,drinks
450,09-06-2019 07:35,Omar,92,drinks
451,09-06-2019 07:35,Brenda,94,dairy
452,09-06-2019 07:35,Tonya,95,dairy
453,09-06-2019 07:35,Travis,97,dairy
454,09-06-2019 07:35,Mark,100,dairy
455,09-06-2019 07:35,Sheila,101,dairy
456,09-06-2019 07:35,Mary,102,fruit
457,09-06-2019 07:35,Krista,104,checkout
458,09-06-2019 07:35,Rhonda,105,checkout
459,09-06-2019 07:36,Wendy,12,fruit
460,09-06-2019 07:36,Rachel,66,dairy
461,09-06-2019 07:36,Michael,77,fruit
462,09-06-2019 07:36,Jerry,80,dairy
463,09-06-2019 07:36,Maria,83,dairy
464,09-06-2019 07:36,Kim,85,dairy
465,09-06-2019 07:36,Joshua,87,fruit
466,09-06-2019 07:36,Leslie,90,drinks
467,09-06-2019 07:36,Omar,92,drinks
468,09-06-2019 07:36,Tonya,95,drinks
469,09-06-2019 07:36,Travis,97,dairy
470,09-06-2019 07:36,Mark,100,dairy
471,09-06-2019 07:36,Sheila,101,dairy
472,09-06-2019 07:36,Mary,102,spices
473,09-06-2019 07:36,Christopher,106,fruit
474,09-06-2019 07:36,Jodi,107,dairy
475,09-06-2019 07:36,Eugene,108,spices
476,09-06-2019 07:37,Wendy,12,fruit
477,09-06-2019 07:37,Rachel,66,dairy
478,09-06-2019 07:37,Michael,77,fruit
479,09-06-2019 07:37,Jerry,80,spices
480,09-06-2019 07:37,Maria,83,dairy
481,09-06-2019 07:37,Kim,85,dairy
482,09-06-2019 07:37,Leslie,90,drinks
483,09-06-2019 07:37,Omar,92,dairy
484,09-06-2019 07:37,Tonya,95,drinks
485,09-06-2019 07:37,Travis,97,dairy
486,09-06-2019 07:37,Mark,100,dairy
487,09-06-2019 07:37,Sheila,101,spices
488,09-06-2019 07:37,Christopher,106,fruit
489,09-06-2019 07:37,Jodi,107,dairy
490,09-06-2019 07:37,Eugene,108,drinks
491,09-06-2019 07:37,Autumn,109,dairy
492,09-06-2019 07:37,Shane,110,dairy
493,09-06-2019 07:37,Barbara,111,fruit
494,09-06-2019 07:37,Tyler,112,dairy
495,09-06-2019 07:38,Wendy,12,fruit
496,09-06-2019 07:38,Rachel,66,dairy
497,09-06-2019 07:38,Michael,77,drinks
498,09-06-2019 07:38,Jerry,80,spices
499,09-06-2019 07:38,Maria,83,fruit
500,09-06-2019 07:38,Kim,85,dairy
501,09-06-2019 07:38,Omar,92,dairy
502,09-06-2019 07:38,Tonya,95,drinks
503,09-06-2019 07:38,Travis,97,dairy
504,09-06-2019 07:38,Mark,100,dairy
505,09-06-2019 07:38,Sheila,101,spices
506,09-06-2019 07:38,Christopher,106,fruit
507,09-06-2019 07:38,Jodi,107,dairy
508,09-06-2019 07:38,Eugene,108,drinks
509,09-06-2019 07:38,Autumn,109,dairy
510,09-06-2019 07:38,Shane,110,dairy
511,09-06-2019 07:38,Tyler,112,dairy
512,09-06-2019 07:38,Amy,113,drinks
513,09-06-2019 07:38,Joseph,114,dairy
514,09-06-2019 07:38,Danielle,115,dairy
515,09-06-2019 07:38,Francisco,116,spices
516,09-06-2019 07:38,Vanessa,117,spices
517,09-06-2019 07:39,Wendy,12,fruit
518,09-06-2019 07:39,Rachel,66,spices
519,09-06-2019 07:39,Jerry,80,dairy
520,09-06-2019 07:39,Maria,83,fruit
521,09-06-2019 07:39,Kim,85,fruit
522,09-06-2019 07:39,Omar,92,fruit
523,09-06-2019 07:39,Tonya,95,spices
524,09-06-2019 07:39,Mark,100,dairy
525,09-06-2019 07:39,Sheila,101,drinks
526,09-06-2019 07:39,Christopher,106,fruit
527,09-06-2019 07:39,Jodi,107,dairy
528,09-06-2019 07:39,Eugene,108,drinks
529,09-06-2019 07:39,Shane,110,fruit
530,09-06-2019 07:39,Tyler,112,dairy
531,09-06-2019 07:39,Amy,113,drinks
532,09-06-2019 07:39,Joseph,114,dairy
533,09-06-2019 07:39,Danielle,115,dairy
534,09-06-2019 07:39,Francisco,116,drinks
535,09-06-2019 07:39,Vanessa,117,spices
536,09-06-2019 07:39,Julie,118,dairy
537,09-06-2019 07:39,Scott,119,fruit
538,09-06-2019 07:40,Wendy,12,fruit
539,09-06-2019 07:40,Jerry,80,dairy
540,09-06-2019 07:40,Maria,83,fruit
541,09-06-2019 07:40,Kim,85,dairy
542,09-06-2019 07:40,Omar,92,fruit
543,09-06-2019 07:40,Tonya,95,drinks
544,09-06-2019 07:40,Mark,100,dairy
545,09-06-2019 07:40,Sheila,101,drinks
546,09-06-2019 07:40,Christopher,106,fruit
547,09-06-2019 07:40,Jodi,107,dairy
548,09-06-2019 07:40,Eugene,108,drinks
549,09-06-2019 07:40,Shane,110,fruit
550,09-06-2019 07:40,Tyler,112,dairy
551,09-06-2019 07:40,Amy,113,drinks
552,09-06-2019 07:40,Joseph,114,dairy
553,09-06-2019 07:40,Danielle,115,dairy
554,09-06-2019 07:40,Francisco,116,drinks
555,09-06-2019 07:40,Vanessa,117,spices
556,09-06-2019 07:40,Julie,118,dairy
557,09-06-2019 07:40,Scott,119,fruit
558,09-06-2019 07:40,Leah,120,dairy
559,09-06-2019 07:41,Wendy,12,fruit
560,09-06-2019 07:41,Jerry,80,dairy
561,09-06-2019 07:41,Kim,85,dairy
562,09-06-2019 07:41,Tonya,95,drinks
563,09-06-2019 07:41,Mark,100,dairy
564,09-06-2019 07:41,Sheila,101,drinks
565,09-06-2019 07:41,Christopher,106,fruit
566,09-06-2019 07:41,Jodi,107,dairy
567,09-06-2019 07:41,Eugene,108,drinks
568,09-06-2019 07:41,Shane,110,fruit
569,09-06-2019 07:41,Tyler,112,dairy
570,09-06-2019 07:41,Amy,113,drinks
571,09-06-2019 07:41,Joseph,114,dairy
572,09-06-2019 07:41,Danielle,115,dairy
573,09-06-2019 07:41,Francisco,116,fruit
574,09-06-2019 07:41,Vanessa,117,spices
575,09-06-2019 07:41,Julie,118,dairy
576,09-06-2019 07:41,Scott,119,fruit
577,09-06-2019 07:41,Leah,120,drinks
578,09-06-2019 07:41,Anita,121,spices
579,09-06-2019 07:41,Ariana,122,dairy
580,09-06-2019 07:41,Darren,123,fruit
581,09-06-2019 07:41,Melissa,124,fruit
582,09-06-2019 07:42,Wendy,12,fruit
583,09-06-2019 07:42,Jerry,80,dairy
584,09-06-2019 07:42,Kim,85,dairy
585,09-06-2019 07:42,Mark,100,dairy
586,09-06-2019 07:42,Christopher,106,fruit
587,09-06-2019 07:42,Jodi,107,dairy
588,09-06-2019 07:42,Eugene,108,fruit
589,09-06-2019 07:42,Shane,110,dairy
590,09-06-2019 07:42,Tyler,112,dairy
591,09-06-2019 07:42,Amy,113,drinks
592,09-06-2019 07:42,Joseph,114,drinks
593,09-06-2019 07:42,Danielle,115,dairy
594,09-06-2019 07:42,Francisco,116,fruit
